"id"	"sex"	"age"	"height"	"weight"	"headband"	"college"	"tattoos"	"tchests"	"parrots"	"favorite.pirate"	"sword.type"	"eyepatch"	"sword.time"	"beard.length"	"fav.pixar"	"grogg"
"381"	381	"male"	36	192.82	86.9	"no"	"JSSFP"	11	15	3	"Jack Sparrow"	"sabre"	0	4.1	23	"The Incredibles"	14
"382"	382	"male"	12	168.03	65.9	"yes"	"CCCC"	8	4	0	"Anicetus"	"cutlass"	1	0.38	21	"Toy Story"	14
"383"	383	"female"	35	159.88	58.8	"yes"	"JSSFP"	11	21	14	"Anicetus"	"cutlass"	1	0.27	0	"Inside Out"	12
"384"	384	"male"	23	161.71	62.1	"yes"	"CCCC"	6	22	3	"Jack Sparrow"	"cutlass"	1	0.23	9	"Cars"	13
"385"	385	"male"	34	173.02	69.3	"yes"	"CCCC"	13	21	0	"Hook"	"cutlass"	0	0.55	16	"WALL-E"	8
"386"	386	"female"	31	171.91	73.7	"yes"	"JSSFP"	10	25	0	"Blackbeard"	"cutlass"	0	1.33	0	"Monsters University"	5
"387"	387	"female"	21	176.91	69	"no"	"CCCC"	6	7	0	"Hook"	"banana"	0	2.28	0	"Up"	12
"388"	388	"male"	23	167.78	64.4	"yes"	"CCCC"	8	6	4	"Hook"	"banana"	1	3.63	13	"Inside Out"	9
"389"	389	"other"	30	177.33	69.6	"yes"	"JSSFP"	8	55	3	"Anicetus"	"cutlass"	1	1.25	15	"Inside Out"	8
"390"	390	"male"	24	155.61	58.6	"yes"	"CCCC"	11	14	0	"Jack Sparrow"	"cutlass"	0	0.3	20	"WALL-E"	12
"391"	391	"female"	32	153.19	56	"yes"	"JSSFP"	8	47	0	"Edward Low"	"cutlass"	0	0.08	0	"WALL-E"	7
"392"	392	"female"	33	162.75	60.1	"yes"	"JSSFP"	12	8	1	"Lewis Scot"	"sabre"	1	9.03	0	"Finding Nemo"	6
"393"	393	"female"	27	171.87	70.7	"yes"	"CCCC"	9	32	3	"Blackbeard"	"cutlass"	1	0.01	0	"Inside Out"	8
"394"	394	"male"	32	187.62	85	"yes"	"CCCC"	14	10	4	"Edward Low"	"cutlass"	1	0.45	19	"Inside Out"	7
"395"	395	"female"	33	181.77	75.8	"yes"	"JSSFP"	9	23	20	"Lewis Scot"	"cutlass"	0	1.51	0	"Finding Nemo"	10
"396"	396	"female"	32	171.1	64.4	"yes"	"JSSFP"	10	109	1	"Lewis Scot"	"cutlass"	1	0.37	1	"WALL-E"	12
"397"	397	"female"	31	160.74	65.9	"yes"	"CCCC"	6	14	1	"Lewis Scot"	"cutlass"	1	0.02	1	"WALL-E"	8
"398"	398	"female"	27	160.7	57.6	"yes"	"CCCC"	11	14	1	"Lewis Scot"	"cutlass"	1	0.21	0	"Toy Story 2"	14
"399"	399	"other"	24	172.49	62.5	"yes"	"CCCC"	8	47	1	"Lewis Scot"	"cutlass"	0	0.11	7	"Finding Nemo"	7
"400"	400	"other"	32	156.07	58.3	"no"	"CCCC"	7	19	2	"Hook"	"sabre"	1	5.71	12	"Up"	12
"401"	401	"female"	28	163.18	61.9	"yes"	"JSSFP"	9	15	0	"Hook"	"cutlass"	1	0.16	0	"Inside Out"	11
"402"	402	"female"	29	165.49	67.1	"yes"	"JSSFP"	8	35	7	"Hook"	"scimitar"	0	7.57	0	"A Bug's Life"	12
"403"	403	"male"	24	171.85	73.1	"yes"	"CCCC"	13	2	1	"Jack Sparrow"	"cutlass"	1	2.17	23	"Inside Out"	8
"404"	404	"female"	33	160.21	65	"no"	"JSSFP"	3	12	0	"Jack Sparrow"	"sabre"	1	7.86	1	"Up"	11
"405"	405	"female"	25	166.87	69.2	"yes"	"CCCC"	10	6	0	"Edward Low"	"cutlass"	0	0.19	0	"Up"	13
"406"	406	"female"	21	151.46	61.7	"no"	"CCCC"	1	3	3	"Anicetus"	"sabre"	1	0.78	1	"Up"	14
"407"	407	"female"	36	161.84	61.5	"no"	"JSSFP"	8	24	1	"Jack Sparrow"	"banana"	1	6.54	1	"Monsters University"	4
"408"	408	"female"	25	160.26	62.2	"yes"	"CCCC"	8	24	6	"Blackbeard"	"cutlass"	1	0.77	1	"WALL-E"	12
"409"	409	"male"	28	200.57	96.7	"yes"	"CCCC"	7	10	0	"Jack Sparrow"	"cutlass"	1	1.21	15	"Inside Out"	7
"410"	410	"female"	27	165.05	60.7	"yes"	"CCCC"	7	0	7	"Hook"	"cutlass"	1	0.22	1	"Inside Out"	10
"411"	411	"female"	28	169.67	67.7	"yes"	"CCCC"	10	14	8	"Jack Sparrow"	"cutlass"	1	0.03	0	"Inside Out"	10
"412"	412	"female"	32	176.51	77.1	"yes"	"JSSFP"	7	52	7	"Edward Low"	"scimitar"	1	9.13	0	"Inside Out"	9
"413"	413	"female"	28	162.51	62.6	"yes"	"CCCC"	11	3	3	"Jack Sparrow"	"cutlass"	1	0.12	1	"Finding Nemo"	8
"414"	414	"female"	20	185.9	80.7	"yes"	"CCCC"	9	1	3	"Blackbeard"	"cutlass"	1	0.37	0	"Monsters, Inc."	11
"415"	415	"other"	16	174.12	73.4	"yes"	"CCCC"	11	4	0	"Jack Sparrow"	"cutlass"	1	0.06	12	"Inside Out"	12
"416"	416	"male"	29	170.47	66.4	"yes"	"CCCC"	11	15	2	"Jack Sparrow"	"cutlass"	1	0.1	18	"Monsters University"	9
"417"	417	"male"	27	162.35	61.6	"yes"	"CCCC"	10	25	4	"Jack Sparrow"	"cutlass"	0	0.07	19	"Finding Nemo"	10
"418"	418	"other"	28	169.84	76.2	"yes"	"CCCC"	12	22	0	"Anicetus"	"cutlass"	1	0.07	12	"Inside Out"	15
"419"	419	"male"	18	172.78	70.3	"yes"	"CCCC"	9	0	2	"Anicetus"	"cutlass"	0	0.49	21	"Toy Story 3"	12
"420"	420	"female"	35	170.7	68.8	"yes"	"JSSFP"	4	10	2	"Edward Low"	"cutlass"	1	1.09	0	"Toy Story 2"	8
"421"	421	"female"	26	171.92	68.6	"yes"	"CCCC"	15	3	3	"Anicetus"	"cutlass"	0	0.47	1	"Monsters, Inc."	11
"422"	422	"female"	29	181.25	78.3	"yes"	"CCCC"	7	4	4	"Edward Low"	"cutlass"	1	1.4	1	"WALL-E"	10
"423"	423	"female"	31	144.93	45.6	"yes"	"CCCC"	12	60	9	"Blackbeard"	"cutlass"	1	0.72	1	"A Bug's Life"	9
"424"	424	"female"	30	161.54	61.3	"yes"	"JSSFP"	15	7	4	"Lewis Scot"	"cutlass"	0	0.7	1	"Finding Nemo"	11
"425"	425	"male"	38	183.5	88.3	"yes"	"JSSFP"	14	40	1	"Anicetus"	"cutlass"	1	0.14	18	"Inside Out"	9
"426"	426	"male"	23	171.57	78.7	"yes"	"CCCC"	11	3	2	"Jack Sparrow"	"cutlass"	0	0.22	22	"Finding Nemo"	16
"427"	427	"female"	33	172.98	65.9	"yes"	"JSSFP"	7	5	3	"Edward Low"	"cutlass"	0	1.06	0	"Finding Nemo"	12
"428"	428	"female"	23	171.88	73.7	"yes"	"CCCC"	11	18	2	"Blackbeard"	"cutlass"	1	0.59	0	"Inside Out"	9
"429"	429	"male"	20	195.08	88.9	"no"	"CCCC"	4	28	0	"Jack Sparrow"	"banana"	1	5.23	8	"Inside Out"	12
"430"	430	"male"	26	201.31	98.6	"yes"	"CCCC"	4	7	1	"Jack Sparrow"	"cutlass"	1	0.9	14	"WALL-E"	9
"431"	431	"male"	28	172.49	74.5	"yes"	"CCCC"	7	23	1	"Jack Sparrow"	"banana"	0	2.2	20	"Toy Story"	4
"432"	432	"female"	27	160.81	64	"yes"	"CCCC"	9	25	2	"Blackbeard"	"cutlass"	1	0.13	0	"Inside Out"	12
"433"	433	"male"	35	196.28	90.2	"yes"	"JSSFP"	5	12	0	"Jack Sparrow"	"cutlass"	1	0.09	15	"Inside Out"	14
"434"	434	"male"	37	180.6	71.6	"yes"	"JSSFP"	12	10	1	"Jack Sparrow"	"cutlass"	1	0.95	12	"Monsters University"	11
"435"	435	"female"	22	148.75	57	"yes"	"CCCC"	10	9	4	"Jack Sparrow"	"cutlass"	1	0.9	1	"Inside Out"	12
"436"	436	"female"	33	143.67	56.1	"no"	"JSSFP"	4	37	8	"Hook"	"banana"	1	3.07	0	"Inside Out"	15
"437"	437	"female"	29	168.49	72.2	"yes"	"CCCC"	13	32	1	"Edward Low"	"cutlass"	1	1.1	1	"Inside Out"	6
"438"	438	"male"	27	183.14	81.5	"yes"	"CCCC"	8	4	2	"Jack Sparrow"	"cutlass"	1	0.79	23	"Inside Out"	15
"439"	439	"male"	20	177.32	75.7	"yes"	"CCCC"	11	10	1	"Jack Sparrow"	"cutlass"	1	0.6	27	"Inside Out"	11
"440"	440	"male"	32	168.98	70.3	"yes"	"JSSFP"	17	9	3	"Blackbeard"	"banana"	0	1.55	33	"Up"	9
"441"	441	"female"	22	155.48	64.5	"yes"	"CCCC"	14	12	0	"Blackbeard"	"cutlass"	1	1.04	1	"Inside Out"	11
"442"	442	"male"	25	170.64	68.8	"yes"	"CCCC"	7	6	8	"Jack Sparrow"	"cutlass"	1	0.28	18	"Cars"	4
"443"	443	"male"	34	169.52	73	"yes"	"JSSFP"	8	26	3	"Jack Sparrow"	"cutlass"	1	0.36	19	"Inside Out"	15
"444"	444	"male"	16	188.67	81.2	"yes"	"CCCC"	8	2	2	"Jack Sparrow"	"cutlass"	1	0.1	13	"Inside Out"	7
"445"	445	"female"	29	167.91	70.4	"yes"	"CCCC"	9	2	13	"Blackbeard"	"cutlass"	1	0.05	0	"WALL-E"	12
"446"	446	"male"	29	180.37	76.6	"no"	"CCCC"	4	4	1	"Jack Sparrow"	"sabre"	1	3.8	20	"Monsters, Inc."	10
"447"	447	"female"	29	169.93	71.3	"no"	"JSSFP"	7	36	3	"Blackbeard"	"sabre"	0	7.45	0	"Finding Nemo"	11
"448"	448	"male"	15	172.66	66.7	"yes"	"CCCC"	6	5	2	"Jack Sparrow"	"sabre"	1	7.64	16	"Inside Out"	12
"449"	449	"male"	39	158.44	63.4	"no"	"JSSFP"	9	3	1	"Anicetus"	"scimitar"	1	23.52	20	"Monsters, Inc."	11
"450"	450	"other"	17	167.02	62.1	"no"	"CCCC"	2	16	1	"Blackbeard"	"sabre"	1	0.93	4	"Inside Out"	12
"451"	451	"male"	23	176.02	70.9	"yes"	"CCCC"	8	9	0	"Jack Sparrow"	"cutlass"	1	1.09	25	"Up"	6
"452"	452	"female"	32	168.64	59.2	"yes"	"JSSFP"	7	12	5	"Blackbeard"	"cutlass"	0	0.1	1	"Monsters University"	13
"453"	453	"female"	25	170.81	71.7	"yes"	"CCCC"	6	2	1	"Hook"	"scimitar"	0	2.91	0	"Monsters University"	11
"454"	454	"female"	34	153.23	44.4	"yes"	"JSSFP"	8	16	6	"Blackbeard"	"cutlass"	1	1.59	0	"Toy Story 3"	11
"455"	455	"male"	31	173.92	67.5	"yes"	"JSSFP"	9	33	8	"Jack Sparrow"	"cutlass"	1	1.28	19	"The Incredibles"	13
"456"	456	"male"	36	165.9	67.6	"yes"	"JSSFP"	9	5	1	"Jack Sparrow"	"cutlass"	1	0.18	24	"Monsters University"	16
"457"	457	"male"	24	169.44	75.7	"yes"	"CCCC"	6	13	4	"Jack Sparrow"	"cutlass"	1	0.64	23	"WALL-E"	13
"458"	458	"female"	16	157.06	52.8	"yes"	"CCCC"	10	27	2	"Hook"	"cutlass"	1	1.09	2	"Inside Out"	10
"459"	459	"male"	23	180.96	76.6	"yes"	"CCCC"	10	13	1	"Jack Sparrow"	"cutlass"	1	0.18	24	"Inside Out"	11
"460"	460	"female"	31	185.91	83.6	"yes"	"CCCC"	9	3	3	"Hook"	"cutlass"	0	0.65	0	"Finding Nemo"	15
"461"	461	"female"	30	160.33	54.5	"yes"	"CCCC"	13	147	3	"Jack Sparrow"	"cutlass"	1	0.05	0	"Monsters, Inc."	3
"462"	462	"female"	25	155.25	61.1	"yes"	"CCCC"	4	19	3	"Edward Low"	"cutlass"	1	1.21	0	"Inside Out"	10
"463"	463	"male"	24	173.7	76	"yes"	"CCCC"	12	53	1	"Jack Sparrow"	"cutlass"	1	0.74	20	"Inside Out"	7
"464"	464	"male"	27	183.4	84.2	"no"	"CCCC"	3	7	2	"Blackbeard"	"sabre"	1	4.56	13	"WALL-E"	10
"465"	465	"male"	28	158.58	61	"yes"	"CCCC"	10	5	1	"Jack Sparrow"	"cutlass"	1	0.2	20	"Up"	19
"466"	466	"female"	32	154.13	55.5	"yes"	"JSSFP"	9	34	1	"Blackbeard"	"cutlass"	0	0.18	0	"Inside Out"	8
"467"	467	"female"	26	158.21	47.6	"no"	"CCCC"	2	1	1	"Anicetus"	"banana"	1	47.06	0	"Inside Out"	12
"468"	468	"female"	27	149.71	55.2	"yes"	"CCCC"	9	5	3	"Blackbeard"	"cutlass"	0	1.22	0	"Toy Story"	9
"469"	469	"male"	25	195.06	94.2	"yes"	"CCCC"	9	36	1	"Jack Sparrow"	"cutlass"	0	0.57	21	"Finding Nemo"	10
"470"	470	"male"	23	163.9	65.1	"yes"	"CCCC"	15	1	2	"Jack Sparrow"	"cutlass"	1	0.16	23	"Toy Story 2"	8
"471"	471	"male"	26	185.07	79.8	"yes"	"CCCC"	8	80	1	"Jack Sparrow"	"cutlass"	0	0.17	14	"Monsters University"	8
"472"	472	"male"	27	172.86	71.2	"yes"	"CCCC"	11	8	1	"Jack Sparrow"	"cutlass"	0	0.2	19	"Finding Nemo"	9
"473"	473	"male"	22	178.26	75.5	"yes"	"CCCC"	9	35	8	"Jack Sparrow"	"cutlass"	0	0.2	18	"Finding Nemo"	8
"474"	474	"male"	17	199.34	97.6	"yes"	"CCCC"	13	67	3	"Jack Sparrow"	"cutlass"	1	0.51	28	"Monsters University"	9
"475"	475	"male"	19	157.38	57	"yes"	"CCCC"	9	10	0	"Jack Sparrow"	"cutlass"	0	0.01	12	"Up"	4
"476"	476	"female"	31	182.03	76.6	"yes"	"JSSFP"	10	4	1	"Jack Sparrow"	"cutlass"	0	0.85	0	"Monsters University"	14
"477"	477	"male"	24	168.3	75.4	"yes"	"CCCC"	9	5	1	"Jack Sparrow"	"cutlass"	1	1.6	15	"Monsters University"	7
"478"	478	"male"	24	175.82	76.7	"yes"	"CCCC"	8	12	6	"Jack Sparrow"	"cutlass"	0	0	15	"Toy Story 2"	13
"479"	479	"female"	26	160.75	60.7	"yes"	"CCCC"	6	5	1	"Jack Sparrow"	"cutlass"	0	0.1	0	"Monsters University"	11
"480"	480	"male"	19	166.53	62.4	"yes"	"CCCC"	12	12	1	"Jack Sparrow"	"cutlass"	0	0.49	28	"Finding Nemo"	8
"481"	481	"female"	27	150.3	51.6	"yes"	"CCCC"	10	10	1	"Anicetus"	"sabre"	1	0.22	1	"Up"	9
"482"	482	"male"	19	166.6	65.9	"yes"	"CCCC"	10	13	3	"Jack Sparrow"	"cutlass"	1	0.44	15	"Inside Out"	7
"483"	483	"female"	39	166.94	62.2	"no"	"JSSFP"	7	19	0	"Blackbeard"	"scimitar"	0	7.19	0	"Finding Nemo"	8
"484"	484	"male"	21	176.31	78.7	"yes"	"CCCC"	9	16	2	"Jack Sparrow"	"cutlass"	0	0.62	23	"Monsters, Inc."	15
"485"	485	"male"	27	173.5	82.6	"yes"	"CCCC"	12	3	0	"Jack Sparrow"	"cutlass"	0	0.05	30	"Finding Nemo"	8
"486"	486	"male"	32	174.57	67.7	"yes"	"JSSFP"	7	3	2	"Jack Sparrow"	"cutlass"	0	1.86	16	"Finding Nemo"	12
"487"	487	"male"	30	175.33	75.1	"yes"	"CCCC"	15	4	1	"Anicetus"	"cutlass"	0	1.09	24	"Cars 2"	14
"488"	488	"other"	25	174.43	71.9	"no"	"CCCC"	4	13	2	"Blackbeard"	"cutlass"	1	0.44	13	"Inside Out"	13
"489"	489	"female"	31	148.32	54	"yes"	"CCCC"	12	32	3	"Anicetus"	"cutlass"	1	0.27	2	"Inside Out"	11
"490"	490	"male"	18	184.84	86.3	"yes"	"CCCC"	12	5	1	"Jack Sparrow"	"cutlass"	1	0.08	22	"Up"	9
"491"	491	"male"	22	183.11	87.8	"yes"	"CCCC"	12	20	2	"Jack Sparrow"	"cutlass"	1	0.04	24	"Inside Out"	15
"492"	492	"male"	24	178.42	75	"yes"	"CCCC"	7	14	0	"Jack Sparrow"	"cutlass"	0	0.54	14	"Finding Nemo"	6
"493"	493	"male"	27	159.6	68	"yes"	"CCCC"	6	134	6	"Blackbeard"	"cutlass"	1	0.76	17	"Inside Out"	9
"494"	494	"female"	36	174.52	76.6	"yes"	"JSSFP"	6	11	1	"Lewis Scot"	"cutlass"	1	0.6	1	"The Incredibles"	4
"495"	495	"female"	21	169.71	64.7	"yes"	"CCCC"	14	33	3	"Hook"	"cutlass"	1	0.21	0	"Inside Out"	9
"496"	496	"male"	11	174.26	74.3	"yes"	"CCCC"	10	17	0	"Jack Sparrow"	"sabre"	0	0.1	31	"Finding Nemo"	11
"497"	497	"female"	35	173.75	65.9	"yes"	"JSSFP"	14	2	0	"Anicetus"	"cutlass"	1	0.02	0	"Inside Out"	9
"498"	498	"male"	15	190.24	84.3	"yes"	"CCCC"	8	3	2	"Jack Sparrow"	"cutlass"	0	1.26	6	"Finding Nemo"	12
"499"	499	"male"	20	183.95	72.9	"yes"	"CCCC"	7	28	12	"Jack Sparrow"	"cutlass"	1	0.27	10	"The Incredibles"	10
"500"	500	"female"	34	164.41	68.7	"yes"	"JSSFP"	10	129	16	"Edward Low"	"cutlass"	1	0.44	0	"Inside Out"	8
"501"	501	"female"	35	168.06	63.8	"yes"	"JSSFP"	8	13	1	"Lewis Scot"	"cutlass"	1	1.16	0	"Inside Out"	16
"502"	502	"male"	32	180.97	81.7	"yes"	"JSSFP"	8	72	14	"Blackbeard"	"cutlass"	1	0.85	19	"Up"	10
"503"	503	"male"	31	172.55	68.7	"yes"	"JSSFP"	11	26	6	"Jack Sparrow"	"cutlass"	1	0.09	29	"Inside Out"	9
"504"	504	"female"	25	158.21	56.8	"yes"	"CCCC"	10	11	3	"Anicetus"	"cutlass"	1	0.9	0	"Toy Story 3"	13
"505"	505	"female"	27	156.34	62.6	"no"	"CCCC"	6	74	2	"Jack Sparrow"	"banana"	1	4.89	0	"Monsters University"	14
"506"	506	"male"	25	195.36	90.4	"yes"	"CCCC"	5	21	3	"Jack Sparrow"	"cutlass"	1	0.45	9	"Monsters University"	13
"507"	507	"male"	25	164.53	61.9	"yes"	"CCCC"	10	3	5	"Jack Sparrow"	"cutlass"	1	0.51	16	"Up"	5
"508"	508	"male"	27	182.51	81.1	"yes"	"CCCC"	8	39	4	"Jack Sparrow"	"cutlass"	0	0.76	22	"Up"	7
"509"	509	"female"	29	160.18	66.5	"yes"	"JSSFP"	7	54	0	"Jack Sparrow"	"cutlass"	0	1.72	0	"Monsters University"	11
"510"	510	"male"	24	171.92	68.5	"yes"	"CCCC"	12	53	1	"Jack Sparrow"	"cutlass"	0	0.47	25	"Finding Nemo"	8
"511"	511	"female"	17	156.89	62.9	"yes"	"CCCC"	8	8	1	"Hook"	"cutlass"	0	0.37	0	"Monsters University"	12
"512"	512	"male"	29	192.45	84.2	"yes"	"CCCC"	7	1	0	"Jack Sparrow"	"cutlass"	1	1.6	17	"Up"	10
"513"	513	"female"	29	138.52	49.3	"yes"	"CCCC"	12	51	0	"Hook"	"cutlass"	1	1.36	0	"The Incredibles"	7
"514"	514	"female"	31	176.61	76.2	"no"	"CCCC"	7	5	2	"Blackbeard"	"banana"	0	21.42	1	"Monsters University"	11
"515"	515	"female"	26	157.34	57	"yes"	"CCCC"	11	29	4	"Jack Sparrow"	"sabre"	1	2.55	0	"Monsters University"	11
"516"	516	"male"	21	199.47	93.4	"yes"	"CCCC"	8	14	1	"Jack Sparrow"	"cutlass"	1	0.27	21	"Monsters University"	10
"517"	517	"female"	28	163.13	58.4	"yes"	"CCCC"	10	5	1	"Anicetus"	"cutlass"	1	0.8	0	"Monsters, Inc."	11
"518"	518	"female"	27	153.52	53.3	"yes"	"CCCC"	9	21	3	"Blackbeard"	"sabre"	1	5.84	0	"Monsters University"	18
"519"	519	"male"	30	182.27	77.9	"yes"	"CCCC"	11	11	2	"Jack Sparrow"	"cutlass"	1	0.48	28	"Monsters, Inc."	8
"520"	520	"female"	35	158.68	62.3	"yes"	"JSSFP"	10	38	4	"Hook"	"cutlass"	0	1.53	0	"Inside Out"	7
"521"	521	"male"	28	158.35	53.8	"yes"	"CCCC"	5	18	1	"Jack Sparrow"	"cutlass"	1	0.58	20	"Inside Out"	8
"522"	522	"female"	39	166.2	66	"yes"	"JSSFP"	11	8	3	"Edward Low"	"scimitar"	1	4.55	0	"Monsters, Inc."	14
"523"	523	"male"	23	169.74	67.7	"yes"	"CCCC"	15	1	0	"Jack Sparrow"	"cutlass"	1	0.39	29	"Up"	15
"524"	524	"other"	29	163.13	64.3	"yes"	"JSSFP"	11	27	1	"Blackbeard"	"cutlass"	1	0.59	19	"Inside Out"	8
"525"	525	"female"	26	169.18	66.4	"yes"	"CCCC"	4	18	0	"Edward Low"	"cutlass"	1	0.14	0	"The Incredibles"	5
"526"	526	"male"	14	171.5	71.1	"no"	"CCCC"	5	13	3	"Jack Sparrow"	"banana"	1	53.22	11	"Monsters, Inc."	9
"527"	527	"male"	20	179.23	84.4	"yes"	"CCCC"	9	7	1	"Blackbeard"	"cutlass"	1	1.03	23	"Monsters, Inc."	10
"528"	528	"female"	29	150.74	52.5	"yes"	"CCCC"	9	10	2	"Edward Low"	"cutlass"	1	2.65	0	"The Incredibles"	5
"529"	529	"other"	26	161.49	63.2	"yes"	"CCCC"	9	36	1	"Anicetus"	"cutlass"	0	1.07	18	"Finding Nemo"	12
"530"	530	"male"	29	172.46	66.1	"yes"	"JSSFP"	11	46	2	"Jack Sparrow"	"cutlass"	0	0.49	27	"Up"	8
"531"	531	"female"	35	162.47	68.6	"yes"	"JSSFP"	11	16	4	"Jack Sparrow"	"cutlass"	1	0.97	0	"Inside Out"	10
"532"	532	"male"	25	184.63	81.2	"yes"	"CCCC"	11	52	5	"Jack Sparrow"	"cutlass"	1	3.99	20	"WALL-E"	12
"533"	533	"male"	30	189.22	86.4	"yes"	"JSSFP"	8	6	3	"Hook"	"cutlass"	1	0.39	20	"Monsters University"	14
"534"	534	"female"	33	148.47	53	"yes"	"JSSFP"	12	39	4	"Hook"	"cutlass"	1	1.15	0	"Monsters University"	10
"535"	535	"male"	29	172.55	77.1	"yes"	"CCCC"	14	3	4	"Jack Sparrow"	"cutlass"	0	1.63	22	"WALL-E"	9
"536"	536	"male"	22	191.63	90.1	"yes"	"CCCC"	7	16	3	"Jack Sparrow"	"cutlass"	0	0.05	20	"Finding Nemo"	8
"537"	537	"female"	22	171.29	66.7	"yes"	"CCCC"	10	17	3	"Blackbeard"	"cutlass"	1	0.32	0	"Toy Story 3"	8
"538"	538	"male"	28	173.52	68.2	"yes"	"CCCC"	12	4	0	"Jack Sparrow"	"cutlass"	1	0.92	16	"Up"	14
"539"	539	"female"	31	172.31	69.3	"yes"	"CCCC"	9	3	1	"Blackbeard"	"sabre"	0	0.46	1	"Finding Nemo"	9
"540"	540	"female"	36	167.84	76.4	"yes"	"JSSFP"	6	21	1	"Hook"	"cutlass"	1	0.79	0	"Up"	17
"541"	541	"female"	30	148.83	52.1	"yes"	"JSSFP"	9	19	9	"Blackbeard"	"cutlass"	1	0.09	2	"Monsters, Inc."	10
"542"	542	"male"	21	182.62	81.2	"yes"	"CCCC"	5	33	2	"Jack Sparrow"	"cutlass"	1	0.05	23	"Inside Out"	7
"543"	543	"female"	26	176.13	71.4	"yes"	"CCCC"	9	1	1	"Blackbeard"	"cutlass"	1	1.1	1	"The Incredibles"	4
"544"	544	"male"	20	187.04	87.3	"yes"	"CCCC"	11	36	1	"Jack Sparrow"	"cutlass"	1	0.08	15	"Inside Out"	11
"545"	545	"female"	36	167.8	57.1	"yes"	"JSSFP"	11	10	0	"Jack Sparrow"	"cutlass"	1	0.7	1	"Up"	4
"546"	546	"other"	24	169.39	69.9	"no"	"CCCC"	2	27	8	"Jack Sparrow"	"scimitar"	1	19.24	7	"The Incredibles"	10
"547"	547	"other"	30	169.76	73.9	"yes"	"JSSFP"	12	64	2	"Edward Low"	"cutlass"	0	1.01	10	"Finding Nemo"	7
"548"	548	"female"	27	166.94	65.6	"yes"	"CCCC"	6	0	2	"Hook"	"scimitar"	1	0.56	0	"Up"	10
"549"	549	"other"	28	171.78	69.8	"yes"	"CCCC"	8	33	5	"Anicetus"	"cutlass"	1	0.35	18	"Cars"	11
"550"	550	"male"	20	179.01	80.6	"yes"	"CCCC"	8	8	4	"Jack Sparrow"	"cutlass"	1	0.37	14	"Toy Story 2"	2
"551"	551	"female"	27	177	66.1	"yes"	"CCCC"	5	6	1	"Blackbeard"	"cutlass"	0	1.95	1	"WALL-E"	8
"552"	552	"female"	24	175.87	78.7	"yes"	"CCCC"	10	37	3	"Anicetus"	"cutlass"	0	0.75	1	"A Bug's Life"	11
"553"	553	"female"	24	163.57	67.1	"yes"	"CCCC"	9	8	0	"Jack Sparrow"	"cutlass"	1	0.14	0	"Up"	8
"554"	554	"female"	24	167.67	66.1	"yes"	"CCCC"	9	17	3	"Hook"	"cutlass"	1	0.79	0	"WALL-E"	14
"555"	555	"female"	26	172.41	71.6	"yes"	"CCCC"	7	18	0	"Blackbeard"	"cutlass"	0	0.65	0	"Up"	11
"556"	556	"male"	19	168.05	70.6	"yes"	"CCCC"	14	33	5	"Jack Sparrow"	"cutlass"	0	0.78	27	"Toy Story"	12
"557"	557	"male"	26	180.91	72.3	"yes"	"CCCC"	11	10	3	"Jack Sparrow"	"cutlass"	1	0.42	19	"Inside Out"	12
"558"	558	"male"	19	164.23	68.2	"yes"	"CCCC"	8	1	2	"Lewis Scot"	"cutlass"	1	0.17	20	"Ratatouille"	9
"559"	559	"female"	31	161.02	66.6	"yes"	"JSSFP"	13	57	2	"Hook"	"cutlass"	1	0.29	0	"Inside Out"	8
"560"	560	"female"	31	157.67	55.8	"yes"	"CCCC"	9	39	6	"Edward Low"	"cutlass"	0	0.08	0	"Finding Nemo"	9
"561"	561	"male"	20	188.89	85.2	"no"	"CCCC"	8	14	4	"Jack Sparrow"	"cutlass"	1	0.23	28	"Inside Out"	6
"562"	562	"male"	27	165.95	66.4	"yes"	"CCCC"	7	3	10	"Blackbeard"	"cutlass"	1	0.72	23	"Up"	10
"563"	563	"male"	28	193.82	87.2	"no"	"CCCC"	0	4	1	"Hook"	"cutlass"	1	0.03	0	"Monsters University"	8
"564"	564	"male"	21	189.81	91.9	"yes"	"CCCC"	12	39	0	"Jack Sparrow"	"scimitar"	0	3.05	25	"WALL-E"	10
"565"	565	"male"	26	171.16	74.6	"yes"	"CCCC"	10	7	1	"Jack Sparrow"	"sabre"	1	6.43	19	"Inside Out"	7
"566"	566	"male"	25	174.57	75.4	"yes"	"CCCC"	11	22	2	"Jack Sparrow"	"cutlass"	1	0.25	13	"Up"	15
"567"	567	"female"	30	178.34	83.1	"yes"	"CCCC"	11	14	1	"Lewis Scot"	"cutlass"	1	0.31	0	"Toy Story 2"	4
"568"	568	"male"	24	164.6	68.2	"yes"	"CCCC"	12	36	0	"Jack Sparrow"	"cutlass"	0	0.5	17	"Finding Nemo"	7
"569"	569	"female"	28	171.86	70.5	"yes"	"CCCC"	14	8	1	"Jack Sparrow"	"cutlass"	0	0.69	1	"Up"	10
"570"	570	"male"	29	177.9	75.4	"yes"	"CCCC"	5	12	8	"Blackbeard"	"cutlass"	1	1	28	"Inside Out"	8
"571"	571	"female"	36	159.42	61.2	"yes"	"JSSFP"	10	5	3	"Blackbeard"	"cutlass"	1	0.03	0	"Monsters University"	13
