"cannons"	"rooms"	"age"	"condition"	"color"	"weight"	"style"	"price"	"sold"	"jbb"
"844"	10	22	68.1	5	"brown"	8162	"classic"	0	0	0
"845"	18	21	40.9	2	"black"	12132	"modern"	1092	1	1900
"846"	4	15	71.2	4	"brown"	4630	"classic"	0	0	0
"847"	14	41	27.7	3	"black"	12027	"modern"	1673	1	3200
"848"	18	27	37.3	4	"black"	12530	"modern"	1070	1	2500
"849"	4	9	51.6	1	"brown"	3806	"modern"	0	0	0
"850"	12	26	69.3	7	"brown"	9561	"classic"	429	1	200
"851"	8	30	80.1	8	"black"	7949	"classic"	298	1	0
"852"	10	29	65.5	10	"brown"	8928	"classic"	1023	1	400
"853"	12	16	74.7	2	"black"	8675	"classic"	0	0	0
"854"	12	28	77.5	4	"brown"	10020	"classic"	59	1	0
"855"	16	25	61.2	3	"red"	11483	"modern"	203	1	400
"856"	14	42	85.3	2	"black"	12274	"classic"	945	1	400
"857"	2	11	69.1	9	"brown"	3043	"modern"	0	0	0
"858"	10	18	83	5	"black"	7885	"classic"	0	0	0
"859"	12	43	40.5	10	"black"	11521	"modern"	1968	1	2600
"860"	4	21	45	6	"black"	4938	"modern"	0	0	400
"861"	2	30	66.1	6	"red"	5130	"classic"	0	0	0
"862"	6	25	31.6	7	"red"	6412	"modern"	0	0	900
"863"	4	44	44	8	"black"	7426	"modern"	953	1	1700
"864"	8	15	18.6	5	"red"	6439	"modern"	0	0	1200
"865"	2	11	64	9	"red"	3099	"modern"	0	0	0
"866"	6	57	36.2	2	"black"	9794	"classic"	1132	1	2800
"867"	2	23	68.8	8	"black"	4376	"classic"	0	0	0
"868"	6	12	25.6	7	"black"	5310	"modern"	0	0	1200
"869"	4	50	37.6	6	"black"	7832	"modern"	1419	1	2200
"870"	16	7	52.8	3	"black"	9600	"modern"	0	0	500
"871"	16	33	67.1	3	"black"	12316	"classic"	1047	1	1100
"872"	10	15	53.1	6	"brown"	7318	"modern"	87	1	200
"873"	10	33	43	2	"black"	9492	"modern"	621	1	1600
"874"	4	27	63	4	"black"	5740	"classic"	0	0	0
"875"	8	31	55.4	6	"black"	8045	"classic"	705	1	800
"876"	14	58	44.4	7	"brown"	13913	"modern"	2616	1	3200
"877"	6	32	61.6	5	"salmon"	7303	"classic"	0	0	400
"878"	4	27	37.9	4	"black"	5673	"modern"	17	1	1000
"879"	6	4	31.2	3	"brown"	4371	"modern"	0	0	300
"880"	2	45	60.6	4	"black"	6702	"classic"	220	1	600
"881"	12	30	71.4	7	"black"	10022	"modern"	546	1	400
"882"	6	15	22.2	5	"red"	5622	"modern"	0	0	800
"883"	8	34	48.6	7	"black"	8492	"classic"	990	1	1300
"884"	14	42	25.6	4	"brown"	12178	"modern"	1565	1	3300
"885"	14	20	47.9	4	"black"	10048	"modern"	402	1	1200
"886"	4	16	16.6	7	"black"	4751	"modern"	0	0	1600
"887"	12	42	30	3	"brown"	11293	"modern"	1562	1	2900
"888"	4	9	77.5	6	"salmon"	3944	"classic"	0	0	0
"889"	14	43	43.8	5	"black"	12363	"classic"	2052	1	2600
"890"	14	38	26.8	8	"black"	11885	"modern"	2080	1	3200
"891"	2	33	87.4	8	"brown"	5227	"classic"	23	1	0
"892"	16	31	18.3	5	"black"	12074	"modern"	1372	1	3400
"893"	12	22	21.6	10	"black"	9185	"modern"	899	1	2500
"894"	14	37	60.2	5	"black"	11470	"classic"	1551	1	1400
"895"	2	35	50.1	5	"black"	5296	"modern"	156	1	600
"896"	14	27	72.6	9	"plum"	10568	"classic"	1186	1	500
"897"	18	34	96.1	2	"black"	13302	"modern"	766	1	0
"898"	6	44	74.3	5	"black"	8293	"classic"	861	1	300
"899"	8	39	33.2	6	"red"	8921	"modern"	1121	1	1700
"900"	6	28	52.1	5	"brown"	6720	"classic"	0	0	500
"901"	16	40	78.7	3	"black"	13014	"classic"	1062	1	800
"902"	2	46	45.8	3	"red"	6430	"classic"	0	0	800
"903"	8	13	72.4	2	"red"	6229	"classic"	0	0	0
"904"	4	23	20.3	3	"black"	5188	"modern"	0	0	1700
"905"	6	27	67.9	5	"red"	6716	"classic"	0	0	0
"906"	12	12	65.1	7	"plum"	8272	"classic"	239	1	0
"907"	10	40	55.2	3	"black"	9812	"classic"	956	1	1400
"908"	16	46	42.6	9	"brown"	13555	"classic"	2274	1	3000
"909"	2	50	93.7	7	"brown"	7001	"classic"	270	1	0
"910"	4	14	60.2	3	"black"	4299	"classic"	0	0	0
"911"	4	48	29.8	5	"brown"	7677	"modern"	1144	1	2400
"912"	14	34	42.8	3	"red"	11307	"modern"	607	1	1500
"913"	12	48	108.3	5	"black"	11860	"classic"	979	1	0
"914"	10	45	50.4	2	"plum"	10469	"classic"	1049	1	2000
"915"	12	35	38	3	"black"	10571	"modern"	967	1	2200
"916"	4	20	15.4	10	"black"	4910	"modern"	534	1	1900
"917"	10	33	52.8	5	"plum"	9492	"classic"	634	1	1300
"918"	10	45	27.3	1	"black"	10609	"modern"	1195	1	3000
"919"	8	13	35	7	"black"	6247	"modern"	0	0	900
"920"	2	44	51.3	7	"black"	6367	"modern"	367	1	1100
"921"	4	17	68.4	4	"black"	4637	"classic"	0	0	0
"922"	4	58	43.8	7	"red"	8620	"classic"	892	1	1800
"923"	2	59	37.9	7	"brown"	7747	"classic"	1448	1	2400
"924"	12	5	66.8	6	"brown"	7518	"classic"	0	0	0
"925"	4	30	21.9	6	"salmon"	6079	"modern"	756	1	2100
"926"	12	14	45.7	1	"black"	8372	"modern"	0	0	700
"927"	4	37	37.7	5	"brown"	6691	"modern"	371	1	1500
"928"	10	35	61.8	6	"plum"	9457	"classic"	979	1	1000
"929"	18	28	40.9	2	"salmon"	12757	"modern"	1440	1	2400
"930"	6	40	29.1	8	"salmon"	8010	"modern"	1284	1	2500
"931"	6	9	44.6	5	"black"	5032	"modern"	0	0	0
"932"	10	48	56.3	5	"red"	10684	"classic"	590	1	1200
"933"	12	10	74.4	7	"brown"	8073	"classic"	190	1	0
"934"	2	23	47	9	"salmon"	4379	"modern"	0	0	400
"935"	6	52	66.4	9	"black"	9056	"modern"	1406	1	1200
"936"	16	12	64.2	4	"brown"	10099	"classic"	0	0	100
"937"	2	39	43.7	4	"black"	6012	"modern"	788	1	1100
"938"	10	35	85.1	6	"black"	9611	"classic"	574	1	0
"939"	6	8	57.5	4	"black"	4949	"classic"	0	0	0
"940"	16	50	49.6	4	"black"	13981	"modern"	2075	1	2800
"941"	6	44	53.5	8	"red"	8457	"modern"	672	1	800
"942"	14	27	44	7	"brown"	10737	"classic"	890	1	1700
"943"	16	20	38.6	8	"black"	10994	"modern"	1101	1	1900
"944"	6	35	44.1	1	"brown"	7505	"modern"	0	0	1200
"945"	4	9	25.6	8	"red"	3884	"modern"	0	0	200
"946"	16	43	22.4	3	"black"	13133	"modern"	1609	1	3800
"947"	4	38	95.7	6	"black"	6734	"classic"	40	1	0
"948"	6	24	24.6	8	"black"	6594	"modern"	525	1	1800
"949"	6	49	34.8	10	"red"	9085	"modern"	1071	1	2000
"950"	8	41	57.5	5	"black"	9170	"modern"	1273	1	1200
"951"	18	26	53.9	9	"black"	12601	"classic"	1827	1	1700
"952"	8	36	26.2	6	"black"	8698	"modern"	1121	1	2500
"953"	10	29	62.1	10	"black"	9070	"classic"	884	1	600
"954"	16	28	48.6	4	"black"	11792	"modern"	905	1	1800
"955"	12	35	45.7	8	"black"	10618	"modern"	1315	1	1900
"956"	14	25	34.6	6	"brown"	10410	"modern"	1159	1	2000
"957"	4	23	67.1	1	"black"	5307	"classic"	0	0	0
"958"	18	41	45.7	8	"black"	14015	"modern"	2306	1	2800
"959"	16	35	62.1	6	"brown"	12500	"classic"	1228	1	1400
"960"	14	21	52.9	6	"brown"	10066	"classic"	390	1	900
"961"	8	39	64.1	6	"brown"	8851	"modern"	676	1	700
"962"	8	20	60.3	5	"brown"	7046	"classic"	0	0	0
"963"	20	12	45.6	10	"brown"	12032	"modern"	872	1	1500
"964"	12	37	71.1	1	"black"	10682	"modern"	576	1	600
"965"	14	20	28.3	4	"black"	10131	"modern"	416	1	2200
"966"	8	21	36.9	1	"brown"	7089	"modern"	0	0	1000
"967"	12	38	64.4	6	"black"	10744	"classic"	1214	1	1100
"968"	4	27	27.2	6	"black"	5843	"modern"	0	0	1600
"969"	4	27	39.9	5	"black"	5607	"modern"	0	0	1000
"970"	8	22	43.9	1	"black"	7159	"classic"	4	1	800
"971"	10	57	66.7	3	"black"	11826	"modern"	1823	1	1700
"972"	2	54	53.1	1	"black"	7292	"classic"	828	1	1400
"973"	4	11	84.6	10	"brown"	4004	"classic"	0	0	0
"974"	2	44	49.7	6	"black"	6373	"classic"	897	1	1100
"975"	4	27	72.4	9	"black"	5640	"classic"	16	1	0
"976"	6	45	44.7	3	"black"	8551	"modern"	865	1	1800
"977"	6	29	40.2	4	"brown"	6969	"classic"	66	1	1100
"978"	4	28	21	5	"brown"	5711	"modern"	0	0	1800
"979"	4	19	46.7	3	"black"	5131	"modern"	0	0	200
"980"	2	53	24.3	6	"brown"	7186	"modern"	1219	1	2800
"981"	2	20	62.6	5	"brown"	3988	"classic"	0	0	0
"982"	4	17	38.5	8	"black"	4703	"modern"	74	1	600
"983"	10	34	19	6	"black"	9521	"modern"	1452	1	3000
"984"	8	30	65.2	8	"brown"	7940	"classic"	351	1	200
"985"	8	18	69.1	6	"black"	6835	"classic"	0	0	0
"986"	8	9	60.2	3	"black"	5863	"classic"	0	0	0
"987"	10	11	66.2	3	"brown"	7066	"classic"	0	0	0
"988"	12	2	37	10	"black"	7207	"modern"	126	1	800
"989"	2	34	77.3	8	"black"	5493	"modern"	0	0	0
"990"	6	15	79.1	3	"brown"	5561	"classic"	0	0	0
"991"	2	50	36.3	4	"brown"	6876	"modern"	895	1	2000
"992"	10	14	42.4	3	"black"	7491	"modern"	0	0	700
"993"	20	30	53.8	5	"brown"	14035	"classic"	1491	1	1900
"994"	12	38	71.1	6	"black"	10855	"classic"	1223	1	800
"995"	2	30	68.6	3	"black"	5191	"classic"	0	0	0
"996"	2	50	0	10	"brown"	7035	"modern"	1674	1	3900
"997"	12	52	29	7	"plum"	12190	"modern"	2448	1	3700
"998"	10	36	39.1	6	"brown"	9730	"classic"	1175	1	2000
"999"	4	32	35	9	"black"	6145	"modern"	459	1	1500
"1000"	14	40	66.4	5	"plum"	11787	"classic"	1419	1	1400
